DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationdesc,optionaltext,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location
3,Wednesday,9AM,10AM,19MFF-00041,420 BERRY ST,9:20am-9:30am,"Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages",1332938,,09:00,10:00,2956003,05/09/2011 12:29:21 PM,05/09/2011 12:29:34 PM,8703,006,Y,Mini Mobile Food Catering,6013029.31111,2109109.69079,37.771946588642557,-122.398310611972562,"(37.77194658864256, -122.39831061197256)"
2,Tuesday,12AM,2AM,22MFF-00009,30 GROVE ST,Truck located on Grove Street approximately 25 feet east of the Grove Street and Larkin Street intersection.,"Burritos, Tacos, Quesadillas, Tortas, Carne Asada Fries and various drinks",1591779,,00:00,02:00,6552000,08/02/2018 04:26:11 PM,02/19/2019 03:56:50 PM,0354,001,N,Street Meet,6008029.09073,2111712.49403,37.778813468229082,-122.415791128253716,"(37.77881346822908, -122.41579112825372)"
2,Tuesday,8AM,9AM,21MFF-00115,250 NAPOLEON ST,8:00am-8:10am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1575195,,08:00,09:00,9504000,06/07/2011 04:11:10 PM,06/07/2011 04:11:26 PM,4343,021,Y,Park's Catering,6012192.74813,2099863.29763,37.746511399735873,-122.400554729715211,"(37.74651139973587, -122.40055472971521)"
1,Monday,11AM,6PM,16MFF-0011,4650 MISSION ST,Trailor located roughly 80 ft. from intersection of Mission St. & Ocean Ave.,"Fruits including mangoes, pineapples, coconuts, watermelon, corn, cucumber, potatoes chips, water, Mexican drinks, sodas, juices, snow cones",755221,,11:00,18:00,9167000,02/17/2016 03:26:01 PM,02/17/2016 03:27:16 PM,6955,044,N,Fruteria Serrano,6001931.87992,2091843.89287,37.723914374397118,-122.435462055713359,"(37.72391437439712, -122.43546205571336)"
4,Thursday,10AM,3PM,22MFF-00021,290 TOWNSEND ST,10:00am-3:00pm,"Mexican Food, Yucatan Food, Street Food",1591823,,10:00,15:00,12662000,07/28/2011 02:28:18 PM,07/28/2011 02:28:35 PM,3787,028,N,Cochinita,6014079.55674,2111038.10448,37.77730002627586,-122.394812784798859,"(37.77730002627586, -122.39481278479886)"
3,Wednesday,8AM,9AM,19MFF-00055,2111 LANE ST,8:10am-8:25am,"Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1336744,,08:00,09:00,8095000,03/28/2012 04:30:36 PM,03/28/2012 04:33:05 PM,5387,022,Y,Quan Catering,6014430.52562,2093475.3221,37.729095881394009,-122.392369958154532,"(37.72909588139401, -122.39236995815453)"
2,Tuesday,9AM,10AM,19MFF-00041,147 FREMONT ST,Set-up at 151 Fremont St: 9:50am-10:00am,"Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages",1332942,,09:00,10:00,5861002,11/21/2011 02:49:40 PM,11/21/2011 02:49:55 PM,3719,003,Y,Mini Mobile Food Catering,6013860.38115,2115632.86072,37.789903983243001,-122.395893039607259,"(37.789903983243, -122.39589303960726)"
1,Monday,10AM,2PM,23MFF-00022,90 BROADWAY,Truck located on East side of Front Street approximately 20' from Vallejo St. intersection.,"Rotisserie Chicken, Ribs, Kickass Salad, Potatos w/fat dripping, chicken wrap.",1732702,,10:00,14:00,5874000,12/24/2014 02:28:46 PM,12/24/2014 02:29:28 PM,0140,007,N,Roadside Rotisserie Corporation / Country Grill,6012836.56068,2118897.74457,37.798811568758893,-122.399664721789009,"(37.79881156875889, -122.39966472178901)"
5,Friday,10AM,3PM,23MFF-00024,505 HOWARD ST,"Truck located on the south side of 1st Street, approximately 5 feet southeast of the 1st St & Howard St intersection.","Mexican; Burritos, Burrito Bowls, Salads",1733450,,10:00,15:00,107000,10/08/2020 12:15:29 PM,10/08/2020 12:15:55 PM,3736,183,N,Papalote Inc.,6013782.49168,2115082.28194,37.788387888445406,-122.396123930376618,"(37.788387888445406, -122.39612393037662)"
6,Saturday,8AM,10AM,23MFF-00042,1199 ORTEGA ST,8:00am-9:30am,"Cold Truck: Burrito, Corn Dog, Salads, Sandwiches, Quesadilla, Tacos, Fried Rice, Cow Mein, Chinese Rice, Noodle Plates, Soup, Bacon, Eggs, Ham, Avacado, Sausages, Beverages",1738642,,08:00,10:00,10006000,12/09/2011 10:41:33 AM,12/09/2011 10:41:51 AM,1404,045,Y,Eva's Catering,5990353.91959,2102433.04376,37.752325106761106,-122.476257881615041,"(37.752325106761106, -122.47625788161504)"
4,Thursday,12PM,1PM,21MFF-00035,2890 03RD ST,"6:30AM-8:15AM, 12:20PM-1PM","Cold Truck: Hot/Cold Sandwiches, Water, Soda, Juice, Snacks, Milk, Candies, Canned Food, Soups, Cup of Noodles, Fruit, Salad",1514028,,12:00,13:00,193201,05/06/2011 11:16:40 AM,05/06/2011 11:17:33 AM,4246,003,Y,F & C Catering,6015896.40169,2102133.99672,37.752952122280774,-122.387906207246758,"(37.752952122280774, -122.38790620724676)"
5,Friday,9AM,10AM,23MFF-00007,3150 03RD ST,"9:00am-9:05am, 11:25am-11:30am","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1723887,,09:00,10:00,196000,10/24/2011 04:05:10 PM,10/24/2011 04:05:33 PM,4355,006,Y,Brazuca Grill,6015963.74579,2100918.19989,37.749617529110104,-122.387588501325851,"(37.749617529110104, -122.38758850132585)"
1,Monday,10AM,11AM,21MFF-00115,Assessors Block 4644/Lot008,"Setup at 780 Innes Ave. 6:20am-6:30am, 10:10am-10:15am, 11:50am-12:00pm (all M-F)","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1575190,,10:00,11:00,7253000,06/07/2011 03:53:05 PM,06/07/2011 03:53:52 PM,4644,008,Y,Park's Catering,6019956.89,2094023.408,37.730906150359694,-122.373302577485219,"(37.730906150359694, -122.37330257748522)"
1,Monday,11AM,3PM,23MFF-00040,301 PINE ST,"On the south side of Pine Street, approximately 35 feet west of the SW corner of the Pine St and Sansome St intersection",Ice cream & Waffle cones,1738313,,11:00,15:00,10456000,04/10/2019 02:18:41 PM,04/10/2019 02:19:31 PM,0268,001,N,San Francisco's Hometown Creamery,6012417.24934,2116444.24416,37.79205145936664,-122.400943208625307,"(37.79205145936664, -122.4009432086253)"
2,Tuesday,6AM,9PM,23MFF-00057,101 STOCKTON ST,"Push cart located at the NW corner of Stockton St & OFarrell St, on Stockton St.","Soft Pretzels, hot dogs, sausage, chips, popcorn, soda, espresso, cappucino, pastries, ice cream, italian sausages, shish-ka-bob, churros, juice, water, various drinks",1750911,,06:00,21:00,12195000,11/21/2011 05:03:19 PM,11/21/2011 05:03:35 PM,0314,002,N,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",6010779.5576,2114505.00456,37.786635282568959,-122.406472958686976,"(37.78663528256896, -122.40647295868698)"
4,Thursday,10AM,3PM,23MFF-00012,90 BROADWAY,"Truck(s) located on east side of Front St., fronting 90 Broadway, approximately 47’ from Broadway intersection.","Senor Sisig: Filipino fusion food: tacos, burritos, nachos, rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.",1729534,,10:00,15:00,3143000,03/27/2017 12:36:28 PM,03/27/2017 12:37:06 PM,0140,007,N,Senor Sisig,6012836.56068,2118897.74457,37.798811568758893,-122.399664721789009,"(37.79881156875889, -122.39966472178901)"
4,Thursday,10AM,11AM,23MFF-00007,150 OTIS ST,Set-up at 130 Otis St: 10:30am-10:35am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1723870,,10:00,11:00,10048000,10/24/2011 04:21:41 PM,10/24/2011 04:21:57 PM,3513,008,Y,Brazuca Grill,6006666.1195,2108857.22612,37.77089687191657,-122.420303482978952,"(37.77089687191657, -122.42030348297895)"
1,Monday,8AM,5PM,22MFF-00024,2198 OAKDALE AVE,,"Tacos, burritos, quesadillas, soda & water",1591842,,08:00,17:00,9794000,07/27/2011 11:46:50 AM,07/27/2011 11:47:09 AM,5590A,008,N,Tacos Rodriguez,6011890.27099,2097853.05368,37.740974826226491,-122.401459414039891,"(37.74097482622649, -122.40145941403989)"
1,Monday,11AM,9PM,23MFF-00039,1 MONTGOMERY ST,"On the north side of Post Street, in the first metered space west of the NW corner of the Post St and Montgomery St intersection","Ice Cream, Waffle Cones",1738309,,11:00,21:00,10624001,04/11/2019 09:13:41 AM,04/11/2019 09:23:25 AM,0292,002,N,San Francisco's Hometown Creamery,6012069.59783,2115384.37093,37.789121900046254,-122.402071549341983,"(37.789121900046254, -122.40207154934198)"
1,Monday,10AM,6PM,19MFF-00059,865 MARKET ST,34 LF east from the Westfield entrance way near the curb,"Kettle Corn, Funnel Cakes, Waffles, Lemonade",1336921,,10:00,18:00,8747103,07/17/2012 04:14:13 PM,07/17/2012 04:15:12 PM,3705,042,N,Kettle Corn Star,6010532.97528,2113742.67378,37.78452830557034,-122.407272318143853,"(37.78452830557034, -122.40727231814385)"
5,Friday,7AM,8PM,23MFF-00044,531 BAY SHORE BLVD,Truck located on the East side of Bay Shore Blvd between Waterloo & Marengo.,"Tacos, burritos, quesadillas, tortas, nachos (refried beans, cheese sauce, salsa fresca), carnes (beef, chicken, marinated pork, fried pork), canned beans, rice, sodas, horchata drinks.",1741512,,07:00,20:00,2801102,10/19/2012 03:38:55 PM,10/19/2012 03:39:18 PM,5607,038,N,La Jefa,6010309.6071,2097104.29816,37.738830582567026,-122.406872036333851,"(37.738830582567026, -122.40687203633385)"
3,Wednesday,10AM,11AM,23MFF-00054,931 PALOU AVE,10:30am-10:40am & Set-up at 991 Palou: 9:00am-9:05am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750835,,10:00,11:00,10215000,05/13/2011 09:19:15 AM,05/13/2011 09:19:38 AM,4755,042,Y,TING TING MINI MOBILE DELI,6018382.89161,2092615.70279,37.726954215398166,-122.37864649900601,"(37.726954215398166, -122.37864649900601)"
3,Wednesday,10AM,11AM,19MFF-00041,701 16TH ST,"10am-10:10am, 12:20pm-12:45pm","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages",1332946,,10:00,11:00,699001,05/09/2011 12:48:34 PM,05/09/2011 12:48:54 PM,8723,001,Y,Mini Mobile Food Catering,6014603.26051,2107142.35834,37.766632277549284,-122.392728509584117,"(37.766632277549284, -122.39272850958412)"
1,Monday,8AM,9AM,23MFF-00007,1400 MINNESOTA ST,"8:20am-8:30am, 11:15am-11:20am","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1723906,,08:00,09:00,9061000,10/24/2011 03:56:07 PM,10/24/2011 03:59:20 PM,4293,018,Y,Brazuca Grill,6015358.18008,2101883.80675,37.752235321929312,-122.389750022170034,"(37.75223532192931, -122.38975002217003)"
2,Tuesday,10AM,6PM,19MFF-00105,773 MARKET ST,Pushcart located on Market St. 7 linear feet West of the Fire Hydrant. Must maintain 8 linear feet clearance from Street Artist Booth M22. Reference Street Artist Map #14 (http://www.sfartscommission.org/street_artists_program/maps/index.html),"Kettle Corn, Funnel Cakes, Lemonade, Beverages, Flan, Hot Dogs, Falafel, Hot and Cold Sandwiches, French Fries, Baklava and Pastries",1341056,,10:00,18:00,8746103,11/15/2011 01:48:03 PM,11/15/2011 01:50:07 PM,3706,096,N,Kettle Corn Star,6011164.82111,2114324.40143,37.786160934428665,-122.405127311305762,"(37.786160934428665, -122.40512731130576)"
5,Friday,10AM,11AM,21MFF-00115,300 NEWHALL ST,10:45am-11:00am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1575199,,10:00,11:00,9563000,06/07/2011 04:37:33 PM,06/07/2011 04:37:52 PM,5203,041,Y,Park's Catering,6016548.19894,2098372.44665,37.742659769255575,-122.385390043533022,"(37.742659769255575, -122.38539004353302)"
2,Tuesday,10AM,12PM,22MFF-00021,501 02ND ST,10:30am-12:00pm,"Mexican Food, Yucatan Food, Street Food",1591824,,10:00,12:00,142000,07/28/2011 02:29:05 PM,07/28/2011 02:29:23 PM,3774,067,N,Cochinita,6014484.53785,2113145.45519,37.783108842973789,-122.393559337459919,"(37.78310884297379, -122.39355933745992)"
5,Friday,9AM,3PM,23MFF-00048,111 BATTERY ST,Truck located on the west side of Battery St 5 LF north of Pine,"Acai Bowls, Smoothies, Juices",1744302,,09:00,15:00,2753000,09/21/2011 12:40:44 PM,09/21/2011 12:41:15 PM,0261,005,N,"BOWL'D ACAI, LLC.",6012733.60757,2116553.41729,37.792368864643684,-122.399856268424884,"(37.792368864643684, -122.39985626842488)"
1,Monday,12PM,1PM,18MFF-0028,85 02ND ST,"Set-up at 580 Mission St: 7:00am-7:05am, 10:00am-10:10am, 12:00pm-12:10pm","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163789,,12:00,13:00,131000,08/31/2011 03:31:13 PM,08/31/2011 03:32:09 PM,3708,019,Y,"SOHOMEI, LLC",6012660.25138,2115054.74519,37.788249774149101,-122.400004792044683,"(37.7882497741491, -122.40000479204468)"
4,Thursday,10AM,4PM,18MFF-0004,401 TREAT AVE,Located on the West side of the Harrison St frontage at the corner of 17th St,"Tacos, Burritos, Tortas, Quesadillas, Drinks",1089697,,10:00,16:00,6746000,03/04/2011 11:50:24 AM,03/04/2011 11:56:56 AM,3573,023,N,El Tonayense #60,6008569.45364,2106219.67883,37.763761847259403,-122.413533208474036,"(37.7637618472594, -122.41353320847404)"
6,Saturday,11AM,7PM,22MFF-00012,801 MARKET ST,Located on south side of Market Street 40 LF west of 4th Street near curb,"Fruit Salads, Fruit Drinks, Can Soda, Water",1591784,,11:00,19:00,8747102,05/13/2011 08:43:13 AM,05/13/2011 08:43:36 AM,3705Z,001,N,FRUITYMANIA,6010973.02311,2114153.60775,37.785681251325741,-122.405778850214972,"(37.78568125132574, -122.40577885021497)"
2,Tuesday,6PM,12AM,23MFF-00008,2301 MISSION ST,Set-up at 2305 Mission St,"Hot dogs and related toppings, non alcoholic beverages",1728067,,18:00,24:00,9121000,11/04/2011 11:53:51 AM,11/04/2011 11:56:39 AM,3595,031,N,Leo's Hot Dogs,6006924.58765,2104953.02765,37.760191420931278,-122.419132454880426,"(37.76019142093128, -122.41913245488043)"
1,Monday,9AM,10AM,19MFF-00055,722 BRANNAN ST,9:10am-9:20am,"Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1336739,,09:00,10:00,3083000,03/28/2012 04:37:36 PM,03/28/2012 04:38:10 PM,3779,132,Y,Quan Catering,6012101.97462,2110026.06408,37.774411041001834,-122.401582774173917,"(37.774411041001834, -122.40158277417392)"
2,Tuesday,8AM,10AM,21MFF-00115,1555 BURKE AVE,8:55am-9:10am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1575183,,08:00,10:00,3376000,06/07/2011 04:26:26 PM,06/07/2011 04:26:42 PM,5203,067,Y,Park's Catering,6016347.00827,2099023.11157,37.744435228981636,-122.386131058867122,"(37.74443522898164, -122.38613105886712)"
0,Sunday,6AM,12AM,22MFF-00041,345 STOCKTON ST,"Northwest Corner of Post & Stockton Streets, on Post","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.",1657805,,06:00,24:00,10628000,07/15/2011 12:14:55 PM,07/15/2011 12:15:12 PM,0295,016,N,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",6010666.44243,2115341.30313,37.788925230487813,-122.406923276928339,"(37.78892523048781, -122.40692327692834)"
2,Tuesday,8AM,9AM,22MFF-00021,617 BRYANT ST,"8:30am-9:00am, 10:50am-11:00am","Mexican Food, Yucatan Food, Street Food",1591827,,08:00,09:00,3285000,07/28/2011 03:45:53 PM,07/28/2011 03:46:19 PM,3777,055,N,Cochinita,6013050.80889,2111752.23549,37.779203613561471,-122.398421700749182,"(37.77920361356147, -122.39842170074918)"
3,Wednesday,11AM,12PM,23MFF-00054,1135 REVERE AVE,11:20am-11:40am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750840,,11:00,12:00,10972000,05/13/2011 10:03:08 AM,05/13/2011 10:03:26 AM,4786,051,Y,TING TING MINI MOBILE DELI,6017554.98723,2092534.39015,37.726685271786977,-122.381502925492228,"(37.72668527178698, -122.38150292549223)"
1,Monday,8AM,10AM,23MFF-00042,1100 ORTEGA ST,8:00am-9:30am,"Cold Truck: Burrito, Corn Dog, Salads, Sandwiches, Quesadilla, Tacos, Fried Rice, Cow Mein, Chinese Rice, Noodle Plates, Soup, Bacon, Eggs, Ham, Avacado, Sausages, Beverages",1738640,,08:00,10:00,10006000,06/02/2011 09:03:38 AM,06/02/2011 09:03:54 AM,2055,019,Y,Eva's Catering,5990628.84606,2102482.70957,37.75247741544262,-122.475310777243337,"(37.75247741544262, -122.47531077724334)"
1,Monday,10AM,3PM,23MFF-00028,555 MISSION ST,"On the south side of Mission Street, approximately 109 feet southwest of Shaw Alley",Noodles,1733787,,10:00,15:00,9090000,03/02/2020 03:30:53 PM,03/02/2020 03:31:56 PM,3721,120,N,MOMO INNOVATION LLC,6012994.31861,2115201.30669,37.788670817471122,-122.398859257696287,"(37.78867081747112, -122.39885925769629)"
5,Friday,11AM,9PM,23MFF-00039,1 MONTGOMERY ST,"On the north side of Post Street, in the first metered space west of the NW corner of the Post St and Montgomery St intersection","Ice Cream, Waffle Cones",1738309,,11:00,21:00,10624001,04/11/2019 09:13:41 AM,04/11/2019 09:23:25 AM,0292,002,N,San Francisco's Hometown Creamery,6012069.59783,2115384.37093,37.789121900046254,-122.402071549341983,"(37.789121900046254, -122.40207154934198)"
5,Friday,8AM,9AM,18MFF-0028,3300 CESAR CHAVEZ ST,"8:05am-8:20am, 11:30am-11:40am","COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163793,,08:00,09:00,2488201,08/31/2011 03:44:43 PM,08/31/2011 03:45:03 PM,6571,011,Y,"SOHOMEI, LLC",6007767.64566,2100598.46728,37.748282229793119,-122.415908342522783,"(37.74828222979312, -122.41590834252278)"
2,Tuesday,4PM,5PM,17MFF-0182,195 KISKA RD,4:15pm-4:30pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",963995,,16:00,17:00,4938000,09/14/2011 10:44:22 AM,09/14/2011 10:44:39 AM,4700,052,Y,Singh Brothers Ice Cream,6018894.20641,2093709.40093,37.729985474147583,-122.376954714967056,"(37.72998547414758, -122.37695471496706)"
2,Tuesday,10AM,11AM,22MFF-00059,1477 GROVE ST,10am to 10:20am,"Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages",1658392,,10:00,11:00,6565000,05/12/2011 07:55:50 AM,05/12/2011 07:56:16 AM,1200,015,Y,BH & MT LLC,6000751.01311,2110656.00878,37.775500790207893,-122.440892990089907,"(37.77550079020789, -122.4408929900899)"
5,Friday,6AM,7AM,18MFF-0028,501 HOWARD ST,6:50am-7:00am,"COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163798,,06:00,07:00,7033000,08/31/2011 03:54:59 PM,08/31/2011 04:20:04 PM,3736,001,Y,"SOHOMEI, LLC",6013806.38991,2115105.14462,37.788451993714382,-122.39604284856452,"(37.78845199371438, -122.39604284856452)"
3,Wednesday,11AM,2PM,23MFF-00046,505 HOWARD ST,"Truck located on the south side of 1st Street, approximately 5 feet southeast of the 1st St & Howard St intersection.","Latin Food, Tacos, Pupusas, Vegetables, Salad, Waters, Sodas",1741653,,11:00,14:00,107000,10/08/2020 06:26:01 PM,10/08/2020 06:26:27 PM,3736,183,N,Truly Food & More,6013782.49168,2115082.28194,37.788387888445406,-122.396123930376618,"(37.788387888445406, -122.39612393037662)"
5,Friday,10AM,11AM,23MFF-00007,368 ELM ST,Set-up at 340 Elm St: 10:10am-10:15am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1723897,,10:00,11:00,5204000,10/24/2011 04:37:26 PM,10/24/2011 04:37:43 PM,0761,033,Y,Brazuca Grill,6005872.78586,2112625.25178,37.78119822186116,-122.423315547720819,"(37.78119822186116, -122.42331554772082)"
4,Thursday,8AM,8AM,19MFF-00055,500 SELBY ST,"8:35am-8:40am, 11:05-11:10am","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1336729,,08:00,08:00,11741000,03/28/2012 04:32:41 PM,03/28/2012 04:33:29 PM,5264,049,Y,Quan Catering,6013548.78989,2099028.96009,37.744296018280686,-122.395807199913463,"(37.744296018280686, -122.39580719991346)"
1,Monday,10AM,11AM,23MFF-00054,2115 JENNINGS ST,Set-up at 2135 Jennings St: 10:45am-10:50am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750865,,10:00,11:00,7479000,05/13/2011 09:56:46 AM,05/13/2011 09:57:05 AM,4828,021,Y,TING TING MINI MOBILE DELI,6015472.89368,2092657.77925,37.726908899154758,-122.388709328767831,"(37.72690889915476, -122.38870932876783)"
3,Wednesday,9AM,3PM,22MFF-00017,555 MISSION ST,"On the south side of Mission Street, approximately 351 feet NE of the eastern corner of the Mission Street and 2nd Street intersection.","Meat and vegi rice bowls, meat and vegi salad bowls, meat and vegi wraps, drinks and juices.",1591811,,09:00,15:00,9090000,06/25/2019 10:38:22 AM,06/25/2019 10:47:21 AM,3721,120,N,Flavors of Africa,6012994.31861,2115201.30669,37.788670817471122,-122.398859257696287,"(37.78867081747112, -122.39885925769629)"
4,Thursday,12PM,1PM,21MFF-00115,220 RANKIN ST,"8:45am-8:50am, 12:40pm-12:50pm (all M-F)","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1575178,,12:00,13:00,10927000,06/07/2011 04:17:28 PM,06/07/2011 04:18:32 PM,5215,016,Y,Park's Catering,6014717.20306,2099489.3611,37.745625113681612,-122.391799229194902,"(37.74562511368161, -122.3917992291949)"
4,Thursday,12PM,1PM,21MFF-00115,1570 BURKE AVE,"7:15am-7:20am, 10:00am-10:05am, 12:15pm-12:20pm (all M-F)","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1575182,,12:00,13:00,3376000,06/07/2011 04:06:48 PM,06/07/2011 04:07:23 PM,5203,066,Y,Park's Catering,6016270.58146,2099130.191,37.744725016832071,-122.386402793857329,"(37.74472501683207, -122.38640279385733)"
3,Wednesday,11AM,12PM,18MFF-0028,1652 EDDY ST,Set-up at 1650 Eddy St: 11:00am-11:15am,"COLD TRUCK. Deli: bbq chicken skewer, Chinese spring roll, Chinese fried rice/noodle, fried chicken leg/wing, bbq chicken sandwich, chicken cheese burger, burrito, lumpia. Snack: sunflower seeds, muffins, chips, snickers, kit-kat, 10 types of chocolate. Drinks: Coke, 7-Up, Dr. Pepper, Pepsi, Redbull, Vitamin Water, Rockstar, Coconut Juice, Water. Hot drinks: coffee, tea.",1163785,,11:00,12:00,5073000,08/31/2011 03:12:39 PM,08/31/2011 03:13:10 PM,0730,044,Y,"SOHOMEI, LLC",6002538.94021,2112680.88802,37.781162267354162,-122.434852967987283,"(37.78116226735416, -122.43485296798728)"
4,Thursday,10AM,11AM,19MFF-00041,401 HARRISON ST,10:10am-10:20am,"Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages",1332945,,10:00,11:00,6711000,05/09/2011 12:49:28 PM,10/24/2011 04:36:11 PM,3765,001,Y,Mini Mobile Food Catering,6014952.69695,2114445.90991,37.786705596961951,-122.392030655401186,"(37.78670559696195, -122.39203065540119)"
0,Sunday,1PM,4PM,21MFF-00153,34 ELLIS ST,In front of 34 Ellis Street entrance way,"Baos, bowls & drinks",1587523,,13:00,16:00,5169000,03/07/2011 10:40:48 AM,01/27/2012 03:21:55 PM,0307,008,N,"Chairman SF, LLC",6010754.54372,2114169.10049,37.785711570310717,-122.406535822181866,"(37.78571157031072, -122.40653582218187)"
1,Monday,2PM,3PM,17MFF-0182,1101 PALOU AVE,2:30pm-2:45pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",963988,,14:00,15:00,10218000,09/14/2011 10:22:47 AM,09/14/2011 10:23:00 AM,4757,024,Y,Singh Brothers Ice Cream,6017523.88143,2093256.05205,37.728665097289955,-122.381660626351433,"(37.728665097289955, -122.38166062635143)"
